Index,Country,Country code,Type,Parent code,"1,950.00","1,951.00","1,952.00",1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
95,Georgia,268,Country/Area,922,"3,527.01","3,555.88","3,588.63","3,625.61","3,667.08","3,713.13","3,763.77","3,818.86","3,878.13","3,941.25","4,007.72","4,077.08","4,148.73","4,222.16","4,296.67","4,371.53","4,446.84","4,521.72","4,593.32","4,658.01","4,713.34","4,758.16","4,793.56","4,822.17","4,847.87","4,873.64","4,900.19","4,927.25","4,955.52","4,985.59","5,017.83","5,051.12","5,085.14","5,121.80","5,163.64","5,211.45","5,267.23","5,327.50","5,380.82","5,411.98","5,410.40","5,373.00","5,303.93","5,208.95","5,097.13","4,976.25","4,846.63","4,709.60","4,575.40","4,456.65","4,362.18","4,296.98","4,258.57","4,238.93","4,225.81","4,210.16","4,189.72","4,166.86","4,142.65","4,119.49","4,099.10","4,081.01","4,064.10","4,048.70","4,035.31","4,024.18","4,015.46","4,008.72","4,002.95","3,996.76","3,989.18"
96,Iraq,368,Country/Area,922,"5,719.18","5,901.51","6,065.01","6,216.13","6,360.44","6,502.66","6,646.64","6,795.40","6,951.16","7,115.51","7,289.75","7,475.35","7,674.22","7,888.91","8,122.20","8,375.80","8,651.16","8,947.40","9,260.69","9,585.59","9,917.98","10,255.85","10,599.66","10,950.89","11,312.06","11,684.58","12,068.68","12,462.06","12,860.68","13,259.11","13,653.35","14,044.12","14,432.47","14,815.65","15,190.40","15,555.81","15,909.76","16,257.07","16,612.32","16,994.94","17,419.11","17,889.46","18,402.74","18,955.09","19,539.35","20,149.34","20,783.07","21,439.58","22,114.33","22,802.06","23,497.59","24,208.18","24,931.92","25,644.50","26,313.84","26,922.28","27,448.12","27,911.24","28,385.74","28,973.16","29,741.98","30,725.31","31,890.01","33,157.06","34,411.95","35,572.27","36,610.63","37,552.79","38,433.60","39,309.79","40,222.50"
97,Israel,376,Country/Area,922,"1,257.97","1,345.34","1,435.83","1,525.36","1,611.17","1,691.87","1,767.49","1,839.37","1,910.04","1,982.76","2,060.48","2,144.65","2,234.20","2,325.15","2,411.78","2,490.32","2,558.72","2,619.10","2,676.97","2,740.07","2,813.75","2,900.02","2,996.48","3,098.79","3,200.53","3,296.93","3,387.05","3,472.12","3,552.30","3,628.31","3,700.92","3,770.69","3,838.11","3,903.95","3,969.18","4,035.06","4,100.54","4,167.13","4,241.79","4,333.58","4,448.35","4,589.31","4,752.83","4,929.41","5,105.57","5,271.37","5,424.24","5,566.55","5,699.28","5,824.94","5,945.95","6,060.68","6,169.31","6,278.37","6,396.51","6,529.47","6,680.64","6,847.15","7,020.83","7,190.04","7,346.45","7,487.10","7,614.95","7,734.83","7,854.22","7,978.50","8,108.98","8,243.85","8,381.51","8,519.37","8,655.54"
98,Jordan,400,Country/Area,922,481.32,536.40,576.28,609.98,644.12,682.98,728.21,779.11,832.98,885.59,933.10,973.98,"1,010.65","1,050.21","1,102.40","1,173.60","1,267.06","1,379.00","1,500.17","1,617.43","1,721.32","1,809.19","1,883.92","1,948.44","2,007.74","2,065.92","2,123.18","2,179.36","2,237.94","2,303.12","2,378.00","2,464.87","2,563.53","2,671.41","2,784.46","2,900.06","3,015.29","3,131.80","3,256.55","3,399.33","3,565.89","3,760.49","3,977.67","4,201.56","4,410.36","4,588.84","4,732.85","4,848.54","4,943.98","5,031.75","5,122.50","5,217.33","5,317.51","5,434.04","5,580.24","5,765.64","5,991.55","6,255.29","6,556.47","6,893.26","7,261.54","7,662.86","8,089.96","8,518.99","8,918.82","9,266.57","9,554.29","9,785.84","9,965.32","10,101.70","10,203.14"
99,Kuwait,414,Country/Area,922,153.10,158.01,162.80,167.99,174.15,181.89,191.89,204.89,221.62,242.80,269.03,300.58,337.35,378.76,423.90,472.03,523.17,577.16,632.91,688.97,744.44,798.64,851.92,905.64,961.77,"1,021.73","1,085.87","1,153.57","1,224.06","1,296.08","1,368.68","1,439.33","1,507.64","1,576.98","1,652.15","1,735.28","1,832.30","1,938.92","2,034.85","2,092.79","2,095.35","2,031.30","1,912.43","1,772.61","1,659.30","1,605.91","1,626.86","1,710.26","1,831.12","1,951.64","2,045.12","2,103.27","2,136.99","2,161.63","2,200.50","2,270.20","2,373.66","2,504.03","2,656.01","2,821.04","2,991.88","3,168.05","3,348.85","3,526.38","3,690.94","3,835.59","3,956.86","4,056.10","4,137.31","4,207.08","4,270.56"
100,Lebanon,422,Country/Area,922,"1,334.62","1,358.23","1,392.73","1,434.85","1,481.97","1,532.12","1,584.04","1,637.13","1,691.38","1,747.17","1,804.94","1,864.61","1,925.30","1,985.00","2,041.23","2,092.37","2,136.62","2,174.73","2,210.77","2,250.45","2,297.44","2,354.05","2,417.84","2,481.94","2,536.77","2,575.75","2,596.41","2,601.73","2,597.20","2,590.91","2,588.93","2,594.30","2,606.15","2,622.07","2,638.06","2,651.99","2,660.87","2,667.96","2,684.68","2,726.44","2,803.03","2,921.70","3,076.13","3,246.13","3,403.36","3,528.38","3,610.66","3,658.43","3,693.51","3,747.76","3,842.77","3,991.00","4,182.21","4,388.38","4,569.38","4,698.76","4,759.76","4,767.35","4,764.75","4,813.03","4,953.06","5,202.02","5,537.62","5,913.02","6,261.05","6,532.68","6,714.28","6,819.37","6,859.41","6,855.71","6,825.44"
101,Oman,512,Country/Area,922,456.41,462.26,469.35,477.44,486.32,495.83,505.89,516.47,527.59,539.32,551.74,564.89,578.83,593.50,608.89,625.01,642.01,660.12,679.59,700.73,723.84,748.97,776.39,806.99,841.95,882.04,927.43,977.80,"1,032.80","1,091.86","1,154.37","1,220.58","1,290.12","1,361.09","1,431.07","1,498.41","1,561.18","1,619.87","1,678.12","1,741.16","1,812.16","1,893.76","1,983.27","2,072.11","2,148.42","2,204.27","2,236.65","2,249.76","2,251.86","2,254.90","2,267.97","2,294.96","2,334.86","2,386.16","2,445.52","2,511.25","2,580.75","2,657.16","2,750.96","2,876.19","3,041.44","3,251.10","3,498.03","3,764.81","4,027.26","4,267.34","4,479.22","4,665.93","4,829.48","4,974.99","5,106.62"
102,Qatar,634,Country/Area,922,25.01,27.50,29.87,32.06,34.05,35.86,37.62,39.45,41.54,44.12,47.38,51.43,56.27,61.72,67.56,73.63,79.85,86.30,93.21,100.88,109.52,119.41,130.51,142.18,153.62,164.31,173.72,182.32,191.95,205.17,223.62,247.98,277.23,309.30,341.27,370.89,397.74,422.15,443.61,461.69,476.28,487.35,495.40,501.48,507.04,513.45,522.53,535.32,551.57,570.49,592.47,615.01,640.87,681.79,753.33,865.41,"1,022.70","1,218.44","1,436.67","1,654.94","1,856.33","2,035.86","2,196.08","2,336.58","2,459.20","2,565.71","2,654.38","2,724.73","2,781.68","2,832.07","2,881.06"
103,Saudi Arabia,682,Country/Area,922,"3,121.34","3,198.81","3,283.59","3,372.84","3,464.66","3,558.17","3,653.51","3,751.80","3,855.03","3,965.80","4,086.53","4,218.85","4,362.79","4,516.54","4,677.30","4,843.63","5,015.35","5,195.12","5,387.82","5,599.91","5,836.39","6,100.63","6,392.97","6,711.92","7,054.53","7,419.49","7,802.93","8,207.70","8,646.85","9,137.93","9,691.47","10,311.77","10,988.85","11,701.13","12,418.84","13,119.00","13,794.17","14,445.66","15,070.08","15,666.29","16,233.79","16,772.70","17,282.69","17,763.30","18,214.48","18,638.79","19,033.84","19,407.14","19,783.30","20,194.53","20,663.84","21,202.65","21,805.32","22,456.65","23,132.69","23,816.18","24,498.31","25,184.59","25,888.54","26,630.30","27,421.47","28,267.59","29,154.91","30,052.06","30,916.60","31,717.68","32,443.44","33,101.18","33,702.76","34,268.53","34,813.87"
104,State of Palestine,275,Country/Area,922,931.93,923.89,932.07,948.89,968.70,987.75,"1,004.29","1,018.48","1,032.10","1,048.13","1,069.32","1,096.75","1,128.58","1,159.40","1,181.89","1,191.38","1,184.97","1,165.75","1,142.22","1,126.37","1,126.63","1,146.32","1,182.43","1,229.37","1,278.56","1,323.81","1,363.62","1,400.12","1,434.99","1,471.14","1,510.72","1,554.19","1,600.96","1,650.93","1,703.81","1,759.53","1,817.98","1,879.75","1,946.38","2,019.83","2,101.45","2,191.00","2,287.68","2,391.40","2,501.97","2,618.67","2,742.53","2,872.01","3,000.62","3,119.87","3,224.01","3,309.91","3,380.16","3,441.87","3,505.32","3,577.96","3,662.42","3,756.46","3,856.69","3,957.68","4,055.63","4,149.65","4,241.57","4,333.52","4,428.63","4,529.16","4,635.64","4,747.23","4,862.98","4,981.42","5,101.42"
105,Syrian Arab Republic,760,Country/Area,922,"3,413.33","3,498.53","3,591.00","3,690.73","3,797.64","3,911.50","4,032.07","4,158.98","4,291.81","4,430.10","4,573.51","4,721.89","4,875.43","5,034.64","5,200.34","5,373.14","5,553.25","5,740.70","5,935.85","6,139.05","6,350.54","6,570.86","6,800.15","7,037.86","7,283.18","7,535.72","7,794.66","8,060.65","8,336.42","8,625.69","8,930.78","9,252.85","9,590.23","9,938.85","10,293.05","10,648.63","11,004.27","11,360.85","11,719.06","12,080.44","12,446.17","12,815.40","13,187.67","13,565.07","13,950.49","14,345.49","14,754.15","15,175.31","15,599.59","16,013.99","16,410.85","16,766.56","17,084.63","17,415.21","17,827.83","18,361.18","19,059.26","19,878.26","20,664.04","21,205.87","21,362.54","21,081.81","20,438.86","19,578.47","18,710.71","17,997.41","17,465.57","17,095.67","16,945.06","17,070.13","17,500.66"
106,Turkey,792,Country/Area,922,"21,408.40","21,951.20","22,508.95","23,081.59","23,668.91","24,270.60","24,886.13","25,514.83","26,155.93","26,808.63","27,472.34","28,146.91","28,832.83","29,531.36","30,244.26","30,973.00","31,717.50","32,477.99","33,256.47","34,055.39","34,876.30","35,720.60","36,587.27","37,472.33","38,370.28","39,277.25","40,189.56","41,108.29","42,039.98","42,994.04","43,975.97","44,988.41","46,025.41","47,073.47","48,114.16","49,133.93","50,128.55","51,100.93","52,053.76","52,992.48","53,921.76","54,840.60","55,748.95","56,653.81","57,564.21","58,486.45","59,423.28","60,372.57","61,329.67","62,287.39","63,240.20","64,192.24","65,145.36","66,089.40","67,010.93","67,903.46","68,756.81","69,581.85","70,418.61","71,321.41","72,326.99","73,443.25","74,651.05","75,925.45","77,229.26","78,529.41","79,827.87","81,116.45","82,340.09","83,429.61","84,339.07"
107,United Arab Emirates,784,Country/Area,922,69.59,67.47,69.24,72.77,76.52,79.58,81.62,82.96,84.42,87.19,92.42,100.80,112.11,125.13,138.05,149.86,159.98,169.77,182.62,203.10,234.51,277.46,330.97,394.63,467.46,548.30,637.93,735.35,835.50,931.75,"1,019.51","1,096.60","1,164.82","1,228.46","1,293.97","1,366.17","1,446.39","1,533.53","1,627.07","1,725.68","1,828.44","1,937.16","2,052.89","2,173.14","2,294.38","2,415.10","2,539.12","2,671.36","2,813.21","2,966.03","3,134.07","3,302.72","3,478.77","3,711.93","4,068.58","4,588.22","5,300.17","6,168.85","7,089.49","7,917.37","8,550.00","8,946.78","9,141.60","9,197.91","9,214.18","9,262.90","9,360.98","9,487.21","9,630.97","9,770.53","9,890.40"
108,Yemen,887,Country/Area,922,"4,661.28","4,717.14","4,776.18","4,837.61","4,900.84","4,965.57","5,031.70","5,099.35","5,168.87","5,240.72","5,315.35","5,393.03","5,473.67","5,556.77","5,641.60","5,727.75","5,816.24","5,907.87","6,001.86","6,097.04","6,193.38","6,290.37","6,390.57","6,500.81","6,630.00","6,784.70","6,967.94","7,178.67","7,414.17","7,669.70","7,941.90","8,231.91","8,541.61","8,869.36","9,213.08","9,572.17","9,941.10","10,322.04","10,730.86","11,189.19","11,709.99","12,302.13","12,954.16","13,634.08","14,297.62","14,913.31","15,469.27","15,975.68","16,450.31","16,921.16","17,409.07","17,918.37","18,443.68","18,985.00","19,540.10","20,107.42","20,687.65","21,282.51","21,892.15","22,516.46","23,154.85","23,807.59","24,473.18","25,147.11","25,823.49","26,497.88","27,168.21","27,834.81","28,498.68","29,161.92","29,825.97"
109,CENTRAL AND SOUTHERN ASIA,921,SDG region,1828,"510,788.12","519,324.11","528,392.16","537,978.37","548,072.05","558,665.57","569,754.39","581,337.22","593,415.26","605,991.43","619,067.70","632,642.38","646,707.74","661,248.89","676,246.82","691,686.86","707,574.25","723,911.66","740,680.92","757,859.08","775,436.81","793,405.04","811,788.81","830,656.04","850,097.28","870,180.43","890,916.01","912,291.56","934,320.27","957,010.83","980,358.99","1,004,358.39","1,028,976.45","1,054,145.20","1,079,776.30","1,105,791.30","1,132,153.18","1,158,827.88","1,185,742.71","1,212,816.93","1,239,984.31","1,267,202.26","1,294,448.16","1,321,702.62","1,348,955.98","1,376,199.57","1,403,396.45","1,430,528.36","1,457,628.37","1,484,748.37","1,511,915.31","1,539,136.30","1,566,364.50","1,593,507.36","1,620,441.54","1,647,073.79","1,673,377.86","1,699,363.67","1,725,021.19","1,750,350.92","1,775,360.53","1,800,024.30","1,824,353.20","1,848,437.78","1,872,400.99","1,896,327.29","1,920,242.52","1,944,108.54","1,967,865.60","1,991,423.51","2,014,708.53"
110,Central Asia,5500,Subregion,921,"17,449.57","17,864.00","18,366.01","18,942.19","19,581.03","20,272.98","21,010.36","21,787.45","22,600.22","23,445.79","24,321.26","25,222.30","26,141.98","27,070.33","27,995.64","28,908.82","29,805.70","30,685.30","31,546.15","32,388.06","33,211.58","34,015.80","34,801.80","35,575.35","36,344.24","37,115.09","37,889.50","38,668.62","39,457.72","40,262.85","41,088.16","41,931.85","42,792.05","43,671.91","44,575.24","45,501.80","46,455.04","47,425.56","48,384.24","49,292.56","50,122.90","50,867.62","51,534.45","52,131.09","52,671.51","53,169.13","53,625.32","54,045.67","54,453.83","54,879.54","55,345.85","55,864.20","56,435.66","57,059.99","57,732.41","58,449.90","59,212.41","60,024.02","60,889.77","61,815.90","62,805.09","63,857.19","64,965.27","66,116.22","67,292.69","68,479.99","69,672.93","70,867.46","72,051.62","73,212.11","74,338.93"
111,Kazakhstan,398,Country/Area,5500,"6,703.00","6,811.56","7,006.64","7,269.05","7,582.30","7,932.52","8,308.59","8,702.08","9,106.90","9,518.91","9,934.56","10,349.42","10,756.93","11,147.86","11,511.86","11,841.93","12,132.56","12,385.71","12,611.43","12,824.61","13,036.14","13,250.21","13,463.99","13,673.01","13,869.98","14,050.23","14,212.15","14,359.63","14,499.96","14,643.13","14,796.18","14,958.90","15,128.09","15,303.32","15,483.41","15,665.59","15,852.52","16,039.25","16,206.00","16,326.85","16,383.88","16,373.31","16,302.81","16,181.16","16,022.22","15,839.36","15,631.93","15,406.01","15,190.17","15,020.57","14,922.72","14,910.21","14,976.18","15,100.05","15,250.02","15,402.80","15,551.26","15,702.11","15,862.13","16,043.02","16,252.27","16,490.67","16,751.52","17,026.12","17,302.62","17,572.01","17,830.90","18,080.02","18,319.62","18,551.43","18,776.71"
112,Kyrgyzstan,417,Country/Area,5500,"1,740.01","1,765.56","1,795.14","1,828.20","1,864.50","1,904.07","1,947.22","1,994.56","2,046.91","2,105.19","2,170.09","2,241.76","2,319.45","2,401.46","2,485.43","2,569.45","2,653.05","2,736.07","2,817.32","2,895.54","2,969.86","3,039.76","3,105.53","3,168.29","3,229.68","3,291.07","3,352.62","3,414.33","3,477.22","3,542.51","3,610.97","3,682.66","3,757.17","3,834.14","3,913.02","3,993.08","4,075.14","4,158.58","4,239.28","4,311.86","4,372.89","4,419.63","4,454.19","4,483.84","4,518.81","4,566.10","4,629.40","4,705.65","4,786.77","4,861.12","4,920.71","4,962.84","4,991.48","5,013.54","5,039.00","5,075.34","5,124.38","5,184.38","5,254.97","5,334.71","5,422.30","5,517.93","5,621.58","5,731.31","5,844.52","5,959.13","6,074.33","6,189.73","6,304.03","6,415.85","6,524.19"
113,Tajikistan,762,Country/Area,5500,"1,531.51","1,585.00","1,637.95","1,690.34","1,742.35","1,794.42","1,847.25","1,901.78","1,959.14","2,020.56","2,087.05","2,159.13","2,236.56","2,318.25","2,402.47","2,487.98","2,574.51","2,662.26","2,750.93","2,840.27","2,930.11","3,020.42","3,111.28","3,203.04","3,296.09","3,390.94","3,487.66","3,586.52","3,688.41","3,794.46","3,905.44","4,020.82","4,140.30","4,265.28","4,397.56","4,537.82","4,687.33","4,844.00","5,001.17","5,149.87","5,283.81","5,400.64","5,502.49","5,593.32","5,679.17","5,764.81","5,851.35","5,938.40","6,027.40","6,119.66","6,216.33","6,318.51","6,426.86","6,541.55","6,662.39","6,789.32","6,922.59","7,062.67","7,209.92","7,364.75","7,527.40","7,697.51","7,874.84","8,059.78","8,252.83","8,454.02","8,663.58","8,880.27","9,100.85","9,321.02","9,537.64"
114,Turkmenistan,795,Country/Area,5500,"1,211.00","1,231.83","1,258.38","1,289.83","1,325.43","1,364.64","1,406.99","1,452.18","1,500.01","1,550.42","1,603.25","1,658.36","1,715.41","1,773.85","1,833.07","1,892.60","1,952.14","2,011.76","2,071.79","2,132.80","2,195.17","2,258.97","2,324.02","2,390.21","2,457.38","2,525.37","2,594.32","2,664.26","2,734.90","2,805.82","2,876.81","2,947.78","3,019.06","3,091.51","3,166.22","3,244.02","3,324.46","3,407.31","3,493.89","3,585.87","3,683.98","3,789.19","3,899.84","4,010.79","4,115.11","4,207.84","4,287.34","4,355.13","4,413.48","4,466.13","4,516.13","4,564.09","4,610.02","4,655.75","4,703.40","4,754.65","4,810.11","4,870.14","4,935.77","5,007.95","5,087.21","5,174.08","5,267.91","5,366.38","5,466.32","5,565.28","5,662.37","5,757.67","5,850.90","5,942.09","6,031.19"
115,Uzbekistan,860,Country/Area,5500,"6,264.06","6,470.06","6,667.89","6,864.76","7,066.46","7,277.34","7,500.31","7,736.86","7,987.25","8,250.72","8,526.30","8,813.62","9,113.63","9,428.91","9,762.82","10,116.87","10,493.44","10,889.50","11,294.67","11,694.84","12,080.31","12,446.44","12,796.98","13,140.80","13,491.11","13,857.47","14,242.77","14,643.88","15,057.23","15,476.93","15,898.76","16,321.69","16,747.43","17,177.66","17,615.04","18,061.28","18,515.58","18,976.41","19,443.89","19,918.12","20,398.35","20,884.86","21,375.11","21,861.97","22,336.20","22,791.03","23,225.30","23,640.49","24,036.02","24,412.05","24,769.96","25,108.55","25,431.12","25,749.11","26,077.61","26,427.79","26,804.07","27,204.71","27,626.98","28,065.47","28,515.91","28,977.01","29,449.42","29,932.63","30,426.39","30,929.56","31,441.75","31,959.77","32,476.23","32,981.72","33,469.20"
116,Southern Asia,5501,Subregion,921,"493,338.55","501,460.11","510,026.16","519,036.18","528,491.02","538,392.59","548,744.03","559,549.77","570,815.05","582,545.64","594,746.44","607,420.08","620,565.76","634,178.55","648,251.18","662,778.04","677,768.55","693,226.36","709,134.77","725,471.02","742,225.23","759,389.24","776,987.01","795,080.69","813,753.04","833,065.34","853,026.51","873,622.94","894,862.55","916,747.99","939,270.83","962,426.54","986,184.40","1,010,473.30","1,035,201.05","1,060,289.50","1,085,698.14","1,111,402.33","1,137,358.47","1,163,524.37","1,189,861.41","1,216,334.64","1,242,913.72","1,269,571.54","1,296,284.47","1,323,030.44","1,349,771.12","1,376,482.68","1,403,174.54","1,429,868.83","1,456,569.46","1,483,272.11","1,509,928.85","1,536,447.37","1,562,709.13","1,588,623.89","1,614,165.44","1,639,339.65","1,664,131.42","1,688,535.02","1,712,555.45","1,736,167.12","1,759,387.93","1,782,321.56","1,805,108.30","1,827,847.30","1,850,569.59","1,873,241.08","1,895,813.98","1,918,211.40","1,940,369.61"
117,Afghanistan,4,Country/Area,5501,"7,752.12","7,840.15","7,936.00","8,039.68","8,151.32","8,270.99","8,398.87","8,535.16","8,680.10","8,833.95","8,996.97","9,169.41","9,351.44","9,543.20","9,744.77","9,956.32","10,174.84","10,399.94","10,637.06","10,893.77","11,173.65","11,475.45","11,791.22","12,108.96","12,412.96","12,689.16","12,943.09","13,171.29","13,341.20","13,411.06","13,356.50","13,171.68","12,882.52","12,537.73","12,204.31","11,938.20","11,736.18","11,604.54","11,618.01","11,868.87","12,412.31","13,299.02","14,485.54","15,816.60","17,075.73","18,110.66","18,853.44","19,357.13","19,737.77","20,170.85","20,779.96","21,606.99","22,600.77","23,680.87","24,726.69","25,654.27","26,433.06","27,100.54","27,722.28","28,394.81","29,185.51","30,117.41","31,161.38","32,269.59","33,370.80","34,413.60","35,383.03","36,296.11","37,171.92","38,041.76","38,928.34"
118,Bangladesh,50,Country/Area,5501,"37,894.67","38,706.40","39,489.86","40,292.41","41,149.83","42,086.31","43,113.92","44,233.22","45,434.54","46,700.57","48,013.51","49,362.83","50,752.15","52,202.01","53,741.72","55,385.11","57,157.65","59,034.25","60,918.45","62,679.77","64,232.49","65,531.64","66,625.71","67,637.54","68,742.22","70,066.31","71,652.39","73,463.59","75,450.03","77,529.04","79,639.50","81,767.52","83,932.13","86,142.49","88,416.53","90,764.18","93,187.59","95,671.16","98,186.35","100,695.50","103,171.96","105,599.13","107,983.71","110,350.64","112,737.68","115,169.93","117,649.93","120,160.57","122,682.82","125,189.66","127,657.86","130,088.71","132,478.08","134,791.60","136,986.43","139,035.51","140,921.15","142,660.38","144,304.16","145,924.80","147,575.43","149,273.13","151,005.73","152,761.41","154,517.39","156,256.29","157,977.15","159,685.42","161,376.71","163,046.17","164,689.38"
